40,1312,4,2,3411200
38,1142,4,2,2969200
37,1880,3,3,4606000
34,3783,3,4,9268350
33,1405,4,2,3653000
36,968,4,2,2516800
31,896,3,1,2195200
35,1363,4,2,3543800
30,1160,3,2,2842000
39,2009,4,3,5223400
33,1482,1,2,3112200
33,904,3,1,2214800
39,873,3,1,2138850
30,957,4,1,2488200
31,982,4,1,2553200
33,993,4,2,2581800
30,834,1,1,1751400
30,3216,1,4,6753600
31,938,2,1,2157400
36,2014,3,3,4934300
40,853,1,1,1791300
39,1746,2,3,4015800
31,886,1,2,1860600
35,2684,1,3,5636400
31,1087,2,2,2500100
36,3698,2,4,8505400
39,944,1,2,1982400
38,820,3,2,2009000
38,3068,3,4,7516600
35,2361,4,3,6138600
30,3062,3,4,7501900
33,3061,1,4,6428100
36,3834,2,4,8818200
31,2912,4,4,7571200
31,1089,1,2,2286900
35,2995,2,3,6888500
35,916,3,1,2244200
39,3099,4,4,8057400
35,1048,1,2,2200800
35,930,1,1,1953000
39,1395,4,2,3627000
37,840,2,2,1932000
30,1034,2,2,2378200
37,3770,1,4,7917000
36,1468,3,3,3596600
40,828,4,1,2152800
34,3241,2,4,7454300
36,3656,4,4,9505600
32,3837,2,4,8825100
31,888,4,1,2308800
35,2809,2,4,6460700
30,3959,3,4,9699550
40,863,3,1,2114350
38,2850,2,3,6555000
40,844,1,2,1772400
31,813,2,1,1869900
36,2326,1,3,4884600
38,1009,2,2,2320700
40,3939,4,4,10241400
37,967,4,1,2514200
31,2822,2,3,6490600
39,3543,2,4,8148900
37,967,1,2,2030700
40,1275,2,2,2932500
40,1180,4,2,3068000
34,962,4,1,2501200
35,1638,3,3,4013100
34,947,1,1,1988700
30,3138,3,4,7688100
34,945,3,1,2315250
31,1017,4,2,2644200
37,853,3,1,2089850
37,1182,1,2,2482200
31,1209,2,2,2780700
39,2359,4,3,6133400
40,927,2,1,2132100
31,937,2,1,2155100
31,2978,4,4,7742800
31,2717,4,3,7064200
37,2571,1,4,5399100
31,3964,3,4,9711800
37,2854,1,4,5993400
40,1710,2,3,3933000
37,1313,3,3,3216850
35,1557,1,3,3269700
40,2854,3,4,6992300
30,985,4,2,2561000
32,3629,2,4,8346700
35,3833,3,4,9390850
40,2698,2,3,6205400
37,1376,3,3,3371200
34,921,1,1,1934100
40,886,2,1,2037800
32,3737,1,4,7847700
40,1364,2,2,3137200
38,3442,3,4,8432900
40,944,2,2,2171200
31,3479,4,4,9045400
32,947,4,1,2462200
39,2151,1,3,4517100
27,3218,2,4,7884100
30,2976,1,3,6844800
30,867,3,1,2254200
27,1766,2,3,4326700
29,1328,1,2,3054400
22,1713,3,3,4453800
26,1164,4,2,3142800
21,955,1,1,2196500
29,2250,4,3,6075000
27,3709,2,4,9087050
25,2907,3,4,7558200
27,906,1,1,2083800
27,985,1,1,2265500
27,2544,2,4,6232800
30,1277,1,2,2937100
26,841,2,1,2060450
21,2433,1,3,5595900
28,994,2,1,2435300
27,848,1,1,1950400
21,2872,2,3,7036400
27,1231,2,2,3015950
23,881,1,1,2026300
22,2708,4,4,7311600
25,944,3,2,2454400
21,1203,1,2,2766900
20,3141,1,4,7224300
28,889,4,2,2400300
24,931,4,1,2513700
20,1600,2,3,3920000
29,2765,1,4,6359500
26,2179,2,3,5338550
28,820,3,1,2132000
30,2331,3,3,6060600
26,899,2,1,2202550
26,1749,3,3,4547400
25,1372,1,2,3155600
29,1218,3,2,3166800
22,2952,3,4,7675200
26,1845,1,3,4243500
21,967,1,1,2224100
24,1241,1,2,2854300
21,917,4,2,2475900
22,3088,4,4,8337600
28,2988,1,3,6872400
27,1408,1,2,3238400
25,925,3,1,2405000
29,2524,3,4,6562400
30,1048,2,2,2567600
22,1195,1,2,2748500
30,852,4,1,2300400
24,1340,4,2,3618000
29,1085,4,2,2929500
29,1385,1,2,3185500
20,3635,2,4,8905750
25,1464,2,2,3586800
25,1400,2,2,3430000
20,898,3,1,2334800
22,1224,4,2,3304800
21,3214,2,4,7874300
28,1724,4,3,4654800
29,1106,3,2,2875600
29,1654,3,3,4300400
21,1335,3,3,3471000
26,1201,3,2,3122600
24,813,3,2,2113800
28,1251,1,2,2877300
26,890,2,2,2180500
22,3321,4,4,8966700
23,805,1,1,1851500
28,820,2,1,2009000
24,1000,3,2,2600000
22,972,1,1,2235600
24,855,1,2,1966500
21,1137,4,2,3069900
21,1555,2,3,3809750
29,857,2,1,2099650
24,2393,3,3,6221800
28,2885,2,4,7068250
23,888,4,1,2397600
26,947,2,1,2320150
24,2709,4,3,7314300
27,1824,2,3,4468800
21,1490,3,3,3874000
21,974,4,1,2629800
23,1214,2,2,2974300
27,1366,2,3,3346700
27,1961,3,3,5098600
26,3526,4,4,9520200
26,857,2,2,2099650
28,1050,4,2,2835000
30,2734,4,3,7381800
26,1227,1,2,2822100
23,886,3,1,2303600
23,1168,1,2,2686400
21,2695,3,4,7007000
23,2493,2,3,6107850
29,846,3,1,2199600
21,1121,3,2,2914600
25,3829,2,4,9381050
22,2540,3,4,6604000
9,1960,1,3,4900000
18,1102,1,2,2755000
9,3004,3,4,9312400
13,851,3,1,2638100
11,2621,4,4,9173500
20,882,4,1,3087000
10,3648,2,4,10032000
11,3625,4,4,12687500
11,2737,4,4,9579500
11,837,2,1,2301750
12,1177,3,2,3648700
12,972,3,1,3013200
11,1535,2,3,4221250
18,2698,4,4,9443000
11,3110,3,4,9641000
13,928,4,1,3248000
16,1389,1,2,3472500
9,2398,2,3,6594500
16,1475,1,2,3687500
8,3495,2,4,9611250
14,2518,4,4,8813000
10,2860,2,3,7865000
11,3291,1,4,8227500
11,1005,4,2,3517500
20,1630,4,3,5705000
12,800,4,1,2800000
10,3687,4,4,12904500
8,1244,4,2,4354000
13,2584,4,4,9044000
10,1363,4,2,4770500
16,800,1,1,2000000
8,880,4,1,3080000
18,1929,4,3,6751500
16,2653,1,4,6632500
9,2885,2,3,7933750
8,2807,1,4,7017500
15,3860,1,4,9650000
10,889,2,1,2444750
13,3436,2,4,9449000
13,823,3,1,2551300
20,3747,2,4,10304250
19,3849,1,4,9622500
10,904,2,1,2486000
10,2216,3,3,6869600
8,896,3,2,2777600
20,1315,3,2,4076500
9,872,1,2,2180000
19,854,1,1,2135000
16,3667,2,4,10084250
8,2177,1,3,5442500
10,3198,3,4,9913800
8,3223,4,4,11280500
18,2977,3,3,9228700
18,1401,1,2,3502500
15,899,2,2,2472250
10,3194,2,4,8783500
12,3396,3,4,10527600
9,983,1,1,2457500
16,814,2,1,2238500
20,1414,4,3,4949000
9,2466,4,3,8631000
20,2866,3,4,8884600
18,1353,2,2,3720750
12,1340,4,2,4690000
14,930,2,2,2557500
19,960,2,1,2640000
14,3574,4,4,12509000
18,2987,2,4,8214250
17,820,2,1,2255000
14,1370,4,2,4795000
9,3152,3,4,9771200
9,3650,1,4,9125000
9,3197,3,4,9910700
19,3190,4,4,11165000
16,2052,1,3,5130000
15,1249,4,2,4371500
16,2615,2,3,7191250
10,852,2,1,2343000
12,1193,4,2,4175500
18,1512,2,3,4158000
10,857,2,1,2356750
18,3206,3,4,9938600
8,2815,4,4,9852500
9,2847,2,4,7829250
16,3174,2,4,8728500
8,2886,3,4,8946600
8,2872,2,4,7898000
16,845,3,1,2619500
12,2746,1,3,6865000
20,857,4,1,2999500
9,942,4,1,3297000
17,904,3,2,2802400
12,3176,1,4,7940000
8,2792,3,3,8655200
15,994,3,1,3081400
17,2919,3,4,9048900
9,965,4,1,3377500
16,1465,4,2,5127500
9,987,2,1,2714250
12,3434,4,4,12019000
2,842,2,2,3073300
4,956,3,2,3632800
1,966,3,1,3670800
8,2690,1,3,8877000
2,1133,3,2,4305400
5,3918,4,4,16063800
3,832,1,1,2745600
5,1770,3,3,6726000
8,859,4,1,3521900
3,1439,3,2,5468200
2,1415,1,2,4669500
8,3319,1,4,10952700
1,2418,1,3,7979400
2,3770,4,4,15457000
1,2607,1,3,8603100
5,1211,4,2,4965100
7,2449,1,3,8081700
4,2632,1,4,8685600
1,3885,1,4,12820500
8,1430,4,2,5863000
4,3792,1,4,12513600
8,940,4,1,3854000
7,3341,3,4,12695800
5,2669,3,3,10142200
5,974,4,1,3993400
4,1029,1,2,3395700
1,2731,4,4,11197100
2,988,1,1,3260400
5,3067,4,4,12574700
8,840,2,1,3066000
8,1236,1,2,4078800
4,935,4,1,3833500
1,1025,1,2,3382500
7,1423,3,2,5407400
2,955,3,1,3629000
1,1199,1,2,3956700
1,3740,4,4,15334000
1,960,4,2,3936000
8,2526,3,4,9598800
8,1342,1,3,4428600
4,880,2,1,3212000
3,821,4,1,3366100
1,1396,1,2,4606800
3,2970,3,4,11286000
4,979,4,1,4013900
7,1342,2,2,4898300
1,2957,1,3,9758100
1,1231,4,2,5047100
3,954,1,1,3148200
1,2654,1,4,8758200
2,965,4,1,3956500
8,1346,3,2,5114800
3,3841,1,4,12675300
6,882,2,1,3219300
7,811,3,1,3081800
7,996,1,2,3286800
2,900,2,2,3285000
1,2631,2,4,9603150
8,2249,3,3,8546200
8,3893,2,4,14209450
3,2374,4,3,9733400
